序号,特征1,特征2,判别器预测
109.0,-0.4870831254175495,1.0328411979612022,0.4937291145324707
110.0,0.4822408792908166,0.635903258040719,0.5100931525230408
111.0,-0.0182076276510347,2.792666798896601,0.3445914089679718
112.0,0.9076771042579276,0.5014654697039803,0.5035877823829651
113.0,0.22928689147187442,0.44282755753852887,0.5207274556159973
114.0,-0.03844919047150861,-0.9891670054094311,0.5187827944755554
115.0,1.9431154918884304,-0.1814208839604519,0.455312579870224
116.0,0.7693289231702126,0.9508181027030109,0.4925740957260132
117.0,-1.2552652545679899,1.5983536883877898,0.4365391433238983
118.0,-0.5649054507367604,1.0415944099977694,0.49225082993507385
119.0,-1.3234513096318754,0.07731808220849765,0.5388912558555603
120.0,0.31926863067309186,-0.7972218084919862,0.512545108795166
121.0,0.40211804637065085,0.7062171761184901,0.5086885690689087
122.0,-1.0838407799855727,1.0399807118384463,0.4877684712409973
123.0,-1.2097393067653914,-1.2888776943622808,0.5166053771972656
124.0,1.3935292337199114,-0.7746534596471215,0.46029987931251526
125.0,-0.06261893786106987,-0.3469753604079214,0.5406666398048401
126.0,-0.590878079859967,-1.3142598751283017,0.5170870423316956
127.0,0.08658258076379045,1.4248695843646677,0.46311789751052856
128.0,0.1335661509577082,0.9311257319937603,0.5032778382301331
129.0,-0.24170012011001074,0.13302844724804158,0.539251983165741
130.0,-0.3902610090899133,0.6542302616439283,0.5194626450538635
131.0,0.9015979941810269,0.31534893931006164,0.5079161524772644
132.0,0.0770341783314336,-1.2535043605624123,0.5005669593811035
133.0,-0.49375753075548445,-0.38082965861439527,0.5423089265823364
134.0,-1.0962079749867144,0.9103870131132185,0.49947139620780945
135.0,-1.2392506432281032,-0.3766564080862056,0.5355936288833618
136.0,-0.0003866331439883526,0.5182019952435525,0.5210692882537842
137.0,0.28996850500576443,-0.21660520753236018,0.5381993055343628
138.0,1.3039923447014243,0.6097246202153872,0.4862019121646881
139.0,-0.5527124618896508,-1.10513135960646,0.5298033952713013
140.0,1.079237894415875,0.4410919662611339,0.498421847820282
141.0,0.7039903458400325,-1.344725053396275,0.46461206674575806
142.0,0.2709872459344694,0.775314195221904,0.507843554019928
143.0,-0.8682152756401662,0.3274435042763616,0.5383756160736084
144.0,0.18377065827178138,-1.4853165889885915,0.48317834734916687
145.0,1.1997408059042753,0.7426506714498853,0.48722097277641296
146.0,0.11741706892358894,-0.9823114386688199,0.5128375887870789
147.0,0.4409364259088377,-1.4949695222888166,0.4697643220424652
148.0,-0.9724031657480348,-0.6826569642570319,0.537324070930481
149.0,-1.1806924916198414,-0.5393850410119946,0.5344452261924744
150.0,-0.25980511239212356,0.106571733137445,0.5405059456825256
151.0,-1.0673091344095367,1.2032456600761476,0.47330692410469055
152.0,0.8969892523327764,1.7868169366488216,0.4346984922885895
153.0,0.6890056701622713,1.523811303799577,0.45816895365715027
154.0,-0.8666871785236973,1.6563854652570495,0.4348330497741699
155.0,-1.121933739676294,-0.05755329158312413,0.5416253805160522
156.0,-0.08714571022418685,-2.0837258282262785,0.4559304714202881
157.0,-0.17438324449440773,1.253633028454557,0.47671666741371155
158.0,0.0434575645803768,1.4603668352895514,0.45966315269470215
159.0,-0.3108235950102513,-0.7189726868873775,0.5407689213752747
160.0,0.7009573352732025,0.855896594829183,0.4974132478237152
161.0,0.49296441668134755,-0.5828637122299786,0.515470027923584
162.0,0.8950868466225137,0.03510371313844464,0.5151503086090088
163.0,1.1489642890008847,1.1887105990336884,0.4751230478286743
164.0,-1.6940830651788583,-0.4507286373148164,0.5224012136459351
165.0,-1.5128889656390405,0.23920285341382924,0.5362871289253235
166.0,0.006215139583576293,-2.36932037313183,0.43222638964653015
167.0,0.3894360837570044,0.25405878008540567,0.5257687568664551
168.0,1.0996225410693474,-0.4198624548391082,0.49414095282554626
169.0,-1.0279974496990485,0.8878116982724237,0.5020322799682617
170.0,-1.3279623980621142,-2.142136693210001,0.4601818025112152
171.0,-0.4091261130268207,-1.443052118865966,0.506901741027832
172.0,1.843285344298191,0.6758183598738068,0.4643845856189728
173.0,0.7805919427052186,0.24777311444966496,0.5141962170600891
174.0,-0.30061766748860225,-0.7251256688557098,0.5402774810791016
175.0,-0.324857876368026,0.026636506050513504,0.5414678454399109
176.0,-0.0781434785410523,-0.040737175936470575,0.5407242178916931
177.0,-0.9958930674715526,-0.17652946732508298,0.543114960193634
178.0,0.05556640907660585,0.18870111526944683,0.5332493782043457
179.0,-0.7134006121821376,-0.32298009280256995,0.5434938669204712
180.0,0.9411155002293046,-0.6474643017745426,0.48969388008117676
181.0,-2.0001189927652274,-1.5408825915236593,0.49454671144485474
182.0,-1.349196975887538,-0.10314129717588268,0.5362644195556641
183.0,-0.0025459033996544787,0.024320405200559357,0.5403918027877808
184.0,-0.8180424154522705,0.8246667193974961,0.5095336437225342
185.0,-1.0647438780527494,0.1639027434191865,0.5436376929283142
186.0,0.6531162693813556,-1.2218029763266087,0.47358620166778564
187.0,-2.667559856404146,0.0850493241641509,0.49628686904907227
188.0,-0.48426490222474805,1.243439440639263,0.474901020526886
189.0,-0.8708219824337071,-1.9432778358486786,0.47254833579063416
190.0,-1.4093007207569512,0.6800853515860442,0.5180257558822632
191.0,0.6856847463728147,0.6091964372457391,0.5060440301895142
192.0,-1.2583563371580864,-0.09894235653789943,0.5387315154075623
193.0,-0.2184468047556539,-0.4836635826566609,0.5411299467086792
194.0,0.3578188661023333,-0.18994096367601554,0.5365749597549438
195.0,-0.4223259563042591,-0.659587730054652,0.5423081517219543
196.0,0.363365036768702,-0.9272402788891743,0.5035023093223572
197.0,-0.43525083385173463,1.2607753742535133,0.4737875163555145
198.0,-0.24402093025955338,-0.2604359453821404,0.5412147641181946
199.0,0.03370940922999708,2.8410671530504468,0.3411828279495239
200.0,-0.01951487798245787,-0.42918355369997596,0.5405341386795044
201.0,1.7831712805692714,-1.7189623982317688,0.39276090264320374
202.0,-0.03410393491241198,-2.4027010785939167,0.4303068220615387
203.0,0.8519063882135914,-0.8648608910674898,0.48248356580734253
204.0,-1.0902073464266844,-0.4879756593201309,0.5374659895896912
205.0,0.5366479821054382,-0.923769374205683,0.4950617849826813
206.0,0.7996900124861501,-0.06499416350200457,0.5214212536811829
207.0,0.44581105348251926,0.7055878915157491,0.5081222653388977
208.0,-1.648880907967297,1.518529585416328,0.44080597162246704
209.0,-1.2394965285935948,-2.7934361364929754,0.4109199643135071
210.0,0.3620272560961803,0.8375966491223793,0.5043718814849854
211.0,0.5521681715608359,-0.5075812393042223,0.5166276097297668
212.0,0.20197559291986286,0.868992670477682,0.5049450397491455
213.0,0.3276159473299091,-0.9669062696813147,0.503191351890564
214.0,-0.6320224514536614,0.8441474123728121,0.5093458294868469
215.0,0.12743474853218628,1.8618389790712817,0.42457255721092224
216.0,0.9698046733106171,-1.1246252008225923,0.46298947930336
217.0,0.23928635894785286,-1.442713851501155,0.4825233221054077
218.0,-1.0835576953687882,-1.6879042463283591,0.4919984042644501
219.0,-0.38489569631379955,-1.0307533631906296,0.5304436683654785
220.0,-1.576654848937666,0.4050249914910011,0.5340454578399658
221.0,-0.41833719795954954,0.4256239723539293,0.5294086933135986
222.0,0.14747001435475732,0.17746122214227836,0.5323708653450012
223.0,0.4056496571627332,-0.14854196817833382,0.5357437133789062
224.0,0.761148556217415,-0.8092587407736431,0.4899241626262665
225.0,-1.3539399907000067,1.2935598520891298,0.4629049599170685
226.0,-0.800519789568516,0.23304575996989446,0.541627824306488
227.0,0.5937683341673736,0.5574458376444354,0.5100095868110657
228.0,-0.13412727518272047,0.33558321419242415,0.5300155878067017
229.0,-0.7590632887342261,-0.790191572581496,0.5409835577011108
230.0,0.39995535921470265,-0.09174138425683374,0.5367008447647095
231.0,-1.2630190448049365,-0.9283211326058889,0.5266240239143372
232.0,0.09984345804494843,-0.5185233443026713,0.5374693274497986
233.0,-0.40645059293045555,1.0179748218142572,0.49578049778938293
234.0,0.6356620981930708,-0.8903529331053824,0.49189552664756775
235.0,0.05740410093311038,-0.82256990453705,0.52360999584198
236.0,0.07042749500015291,-0.940929717307468,0.5171988010406494
237.0,-0.9855138286200484,0.7873346127789216,0.5117142200469971
238.0,0.46491342586724177,-0.08288722291401564,0.5346513390541077
239.0,-0.5378982408440656,-0.7366477201079551,0.5432013273239136
240.0,0.36740116149724716,-0.9586560409478955,0.501646101474762
241.0,0.7749496803001392,0.221628011263194,0.5150828957557678
242.0,0.4477734196925376,-1.3446510128268083,0.4773232042789459
243.0,0.7490323483907062,0.21663322940874397,0.5162213444709778
244.0,2.760202297227029,-1.1340418270852832,0.3756105601787567
245.0,-1.0930083892725428,2.4580604500813754,0.3640979826450348
246.0,-0.3763721235570952,-0.12265023375704047,0.5416172742843628
247.0,-1.3835729447863863,1.1091405339035303,0.47947627305984497
248.0,-2.0465812337932143,-0.6728859975148076,0.5098878145217896
249.0,1.7155675858465746,-0.6437346301991071,0.4514106810092926
250.0,-0.9570766884694534,0.9595212893445791,0.49610766768455505
251.0,0.8449917134829121,0.6983028047095117,0.49918925762176514
252.0,0.3104275577131156,0.6319732577510901,0.5126097798347473
253.0,-0.012146729345750498,-0.3148772349817515,0.5405161380767822
254.0,-1.3892597356740222,-0.5442773657681498,0.5292366147041321
255.0,-0.3962362993852006,-1.5471373699196302,0.4997064471244812
256.0,0.5164193702666358,-0.9665231690711129,0.4938158690929413
257.0,-0.3745557070623534,-0.2812462556635807,0.5416061282157898
258.0,0.2967436084370328,-0.7000797783333227,0.518827497959137
259.0,2.4042681496208513,0.47879131636382344,0.4413060247898102
260.0,1.2071709124494956,-1.4239884949028256,0.43569308519363403
261.0,0.8777035801484582,2.632178700159246,0.3655230700969696
262.0,-0.005904318275847897,0.3047755352611513,0.5295631289482117
263.0,0.7165266086506656,0.02805543569528304,0.5222930908203125
264.0,-2.049535231630092,-0.39147663586466425,0.5134187936782837
265.0,-1.112330261210552,-0.35779031008050377,0.5389864444732666
266.0,2.5794183183404313,-0.9182182205114359,0.3949144780635834
267.0,1.7840903506643355,-0.4640732987358155,0.45769327878952026
268.0,-0.715832042818537,-0.5891171427715787,0.5437478423118591
269.0,-0.5217266366668148,0.777616735350829,0.515649139881134
270.0,-1.8508199535924121,-0.5108350492342284,0.517282247543335
271.0,0.48998326669952635,1.4552512891897853,0.46301209926605225
272.0,-2.0012504954675188,0.6003211303067759,0.5071433186531067
273.0,0.9003978061230189,1.1744038380388937,0.48061466217041016
274.0,1.1978260165723995,0.06726582311657665,0.5025118589401245
275.0,-0.6383405175454763,0.5637117221372104,0.5257828831672668
276.0,0.8717967805653001,-0.14848033117421827,0.5188465714454651
277.0,-0.05978684738511375,0.4518980033916684,0.5245403051376343
278.0,0.8319625817569453,0.6514601238599702,0.5010743141174316
279.0,-1.2813532274264967,1.4083389330475695,0.4531296491622925
280.0,0.19534149772792425,-0.2957207970026526,0.5393586158752441
281.0,-0.09708079084803535,-0.12169736879506293,0.5407782196998596
282.0,1.1646447001419074,0.7091569130355516,0.4892861843109131
283.0,0.07144932075870741,-1.169895244027209,0.5051736831665039
284.0,-3.733579343750952,0.9969561971116476,0.41521167755126953
285.0,-0.3158654998750821,-0.17475439819383548,0.5414336323738098
286.0,-0.6997115135759511,-1.1395356216576995,0.5272974967956543
287.0,-1.7005363422962867,0.5627797902678966,0.5203147530555725
288.0,-0.19008045204603805,-0.14904712651139937,0.5410566926002502
289.0,1.0301546740061827,-2.37757373507848,0.3911155164241791
290.0,0.6327039989568423,-0.3081554290746444,0.5234743356704712
291.0,-0.07352736061537485,0.3861927752975786,0.5272918939590454
292.0,-0.841829701431188,0.942200599201194,0.49868786334991455
293.0,0.15431493822925846,-0.03819348815843886,0.5396659970283508
294.0,-0.449880234013857,-0.3755451011276791,0.5420472025871277
295.0,-1.46468284244932,-2.0518455853645494,0.46560364961624146
296.0,-0.8403919884462893,-0.07613508509730076,0.5438631772994995
297.0,0.8868296286614575,2.0101136266630175,0.4161497950553894
298.0,0.9663387024740753,-0.1645472020610199,0.5130314230918884
299.0,-1.1260641762261494,1.1171176052602312,0.48048627376556396
300.0,0.010435358393411646,0.6633633641407023,0.5151610970497131
301.0,-0.5571970117854516,0.22337980664408716,0.539329469203949
302.0,-1.4778958423278274,0.46269068997079554,0.5325398445129395
303.0,0.29946448487456584,1.1887617466346436,0.485689640045166
304.0,-0.7632668823866048,0.5871883994415622,0.5260449051856995
305.0,-0.140629824010415,-1.4849478454526712,0.49869972467422485
306.0,-0.6928341092368491,-1.8165447176643252,0.4811226427555084
307.0,0.5498711200083503,-0.18270966507295988,0.5310232043266296
308.0,-0.017350620500890503,-0.6115997175554553,0.5370694994926453
309.0,-0.023775956814983474,-0.08470781879454038,0.5405592918395996
310.0,1.2275243982003783,0.6144363188115189,0.4889916181564331
311.0,-0.7545754455429813,-0.5917306041192619,0.5431356430053711
312.0,-0.2815804511583543,-1.1653236458982672,0.5198296308517456
313.0,-0.7526038752465044,0.0816957386658747,0.5428869128227234
314.0,-2.4878469544582775,-0.09183525698263989,0.5053815245628357
315.0,-0.523742586877047,-0.3867010774515455,0.54249107837677
316.0,-0.2461985878782588,0.6033847224488067,0.5201659202575684
317.0,2.8261136951783934,1.040581025120421,0.4238521456718445
318.0,2.149512151258774,0.7712878680989745,0.4515775740146637
319.0,0.018320078479334107,-2.8737245351380727,0.39347517490386963
320.0,-0.41740543383922446,0.35491369522527527,0.5323842763900757
321.0,-0.07202142062670118,-0.06771829872371339,0.5407048463821411
322.0,0.03452118529911709,-0.18038846729724228,0.5403102040290833
323.0,0.042069650429254785,0.9045789341126035,0.5053521990776062
324.0,0.7635496730119194,0.017845682295480118,0.5207201838493347
325.0,-0.3183797949765115,-1.711272774208518,0.48678046464920044
326.0,1.3465291322194113,-0.9071436494670341,0.45567595958709717
327.0,1.2218509537636255,-0.5653015064846648,0.4801572859287262
328.0,-1.3352963270320957,1.3433595254443598,0.458507239818573
329.0,0.3382784238688549,1.5820835842283005,0.4507027864456177
330.0,-0.8175075248096371,1.1114056136058919,0.483746200799942
331.0,1.2230359035521703,0.22624581324133217,0.49770891666412354
332.0,1.8597109389851751,-0.034858472582241465,0.4624705910682678
333.0,0.7587572348037821,-0.24193202617655002,0.5207944512367249
334.0,0.7564594545667819,-0.9105512218855063,0.484823614358902
335.0,0.14260322131382236,0.3728370660087853,0.5247434973716736
336.0,-0.8612283172755762,-1.3571270958257435,0.5146298408508301
337.0,0.004782706589553792,0.19262409758585425,0.5338248014450073
338.0,0.3350087303171972,0.1464011228186196,0.5308975577354431
339.0,0.23872003869335148,0.20680109690496498,0.5299035906791687
340.0,-0.19900939034741605,0.0728570610881531,0.5409807562828064
341.0,-0.14564929661647083,1.3328957547477787,0.4698515832424164
342.0,0.8651320844017344,-0.2505436804142098,0.5150272846221924
343.0,0.18360438360610498,0.5919905472896579,0.5157642364501953
344.0,-0.11730869386436032,-1.295846170207554,0.5069823265075684
345.0,1.161324051933887,-3.0157885586434925,0.3483916223049164
346.0,-0.08746237098422326,-0.12459681770825852,0.540749192237854
347.0,-0.5109909162489927,1.7359111969455305,0.4309285581111908
348.0,-0.06699061270755113,-0.2294098788342952,0.5406839847564697
349.0,1.6599700077748902,-0.8989641394796681,0.4405968487262726
350.0,-0.2895953375162814,-1.44671628738339,0.5055550336837769
351.0,0.1973410827048896,-0.3195678113827148,0.539054274559021
352.0,-0.3944746661141991,0.08722707419379964,0.5416791439056396
353.0,0.5435031662561933,-0.17658676748663416,0.5312960147857666
354.0,-0.7422372990879128,0.9489187710273096,0.49897411465644836
355.0,0.33378779298837075,-1.471670709003786,0.47630518674850464
356.0,-1.7675319260533404,-1.1674298204307227,0.5103827714920044
357.0,-1.1403293450707714,1.1469882823618516,0.47768688201904297
358.0,0.576066375858812,0.5282984495054119,0.5114150643348694
359.0,1.20123774350368,1.532049462054317,0.45458105206489563
360.0,0.03361238123200696,2.9004809993411214,0.33657318353652954
361.0,-0.3005876915961255,0.24173808310364112,0.5357217192649841
362.0,0.8490897478092677,-0.04901307302427869,0.5190881490707397
363.0,0.6279406962908429,-0.3918947154807803,0.5191600322723389
364.0,-1.67553380668676,2.7147288908217995,0.33840352296829224
365.0,-1.304307480334947,-0.2561884474673244,0.5355023145675659
366.0,0.20899839037255546,-1.231208391402466,0.49516814947128296
367.0,1.0596233366441639,-0.11024814984935802,0.5085018277168274
368.0,0.5998007112113902,1.1077654458004227,0.4896194040775299
369.0,-0.24982137078719252,0.6853031320817123,0.5168237686157227
370.0,-0.046625202939037026,-0.2731580780286456,0.5406212210655212
371.0,-0.5975920579512917,-0.2902893943906378,0.5427756905555725
372.0,-1.2072869515140403,-0.007951125366644439,0.5404244065284729
373.0,0.3244653819135083,1.3653266732799705,0.4699949622154236
374.0,-0.3009130655047192,0.49607299065621235,0.5252536535263062
375.0,-1.2180236251837506,-0.9865862214320423,0.5268967747688293
376.0,-0.8955749018615066,-0.3049622575198339,0.5435118079185486
377.0,0.6587664242793527,2.024575699020331,0.4136815369129181
378.0,0.10952633334486146,1.0538099259218636,0.49589836597442627
379.0,0.1551804910155998,1.3009277920472708,0.47467324137687683
380.0,-0.28906075579589924,-0.04583444105399548,0.541357696056366
381.0,0.4333932613876679,-1.5548590825513835,0.4669951796531677
382.0,0.39376930967017076,0.08436289499978311,0.5319045186042786
383.0,-0.01261563962911424,-0.41265694017342136,0.5405140519142151
384.0,-0.28651742230829313,1.14381672846137,0.4855760633945465
385.0,0.8390793296383504,-0.10140024983778076,0.5208129286766052
386.0,-0.9521798684809786,0.27884894895791223,0.5415691137313843
387.0,-1.7209825459280839,-0.6331334010169067,0.5192772150039673
388.0,0.5466963980852,1.4975781767631566,0.4595930278301239
389.0,1.1709869035629301,0.2757436638970331,0.49858951568603516
390.0,-1.3795154089461736,-0.3261743777145652,0.5326076149940491
391.0,-0.39252778397903904,1.0701311257729578,0.49123114347457886
392.0,0.08199924029581547,-0.3777748970029434,0.5401021838188171
393.0,-0.49831635422558557,-0.5977485670810215,0.5426563024520874
394.0,0.23160371189814044,1.6035586684220409,0.4481021761894226
395.0,-1.1010332798379072,0.5073464593878259,0.5334990620613098
396.0,-0.39197514087345225,-0.1391553148871109,0.5416635274887085
397.0,2.0216410253994406,0.49049940779016626,0.4617275893688202
398.0,0.4059974175265949,0.6972149932523486,0.5089619159698486
399.0,-1.1721429615806858,0.9412277205963371,0.4961785078048706
400.0,0.5612615997097558,0.4029373424866895,0.5159686207771301
401.0,-0.26004269640609207,1.0863306520363107,0.4909611940383911
402.0,-1.2153296538322618,0.5590972830914914,0.5308734774589539
403.0,-0.12240643652867746,-2.6813086206399817,0.4103362262248993
404.0,-0.9247983741099505,1.274921359706944,0.4681721329689026
405.0,1.1189027176899247,-1.0442175630531296,0.45982521772384644
406.0,1.0551550808962056,-0.048912428082418524,0.5096825957298279
407.0,-0.43926051932080373,-0.13776947277197074,0.5418055653572083
408.0,1.9496326944023155,1.6532150480749859,0.4357553720474243
409.0,0.4581423897817655,-0.802179162604492,0.5053750872612
410.0,-0.9371544224696003,-0.704425696725625,0.5378726720809937
411.0,0.23457075200331085,-1.0885374741478098,0.5014129281044006
412.0,0.5179392360204667,-0.26908276979139734,0.5307613015174866
413.0,1.6523120495804857,0.7420850348952706,0.4701310098171234
414.0,-0.5153282024980343,0.4450315331060389,0.5295621156692505
415.0,1.4292547045904036,0.502159972932634,0.4838303029537201
416.0,1.1847946047499105,-0.5916160366005927,0.4805767834186554
417.0,0.542809042164797,0.47069908511250413,0.5141499638557434
418.0,1.811883602095226,-0.5012099877313476,0.4543168544769287
419.0,0.9571032888103952,-1.118437909793924,0.4639424681663513
420.0,1.217308784411949,1.2884710036149098,0.4682541489601135
421.0,0.6278969732221107,-1.7806207233783145,0.44558802247047424
422.0,0.8268329874141614,1.8457173996401954,0.42994773387908936
423.0,1.2356687299989435,-0.8478765940971152,0.46427804231643677
424.0,1.3233073513736529,0.23593682283695402,0.4936993718147278
425.0,0.5282957597665818,-1.4804740041109776,0.466195285320282
426.0,-1.31792349788377,0.33358175470977997,0.5403337478637695
427.0,1.7874910333817742,-1.4830424347875875,0.4044390618801117
428.0,0.802050334911594,-1.5134921719183756,0.45093855261802673
429.0,-0.008852922182769042,0.24483235873847864,0.531965970993042
430.0,-0.5863827232678389,0.20428716174360523,0.5404253602027893
431.0,-1.2007962922495474,0.2112683772948067,0.5417971014976501
432.0,0.15478843350218693,-0.28940140855408814,0.5397103428840637
433.0,0.32567408355056904,-1.861265248077304,0.45519882440567017
434.0,-0.8179557969073351,1.0240838407542991,0.49156317114830017
435.0,-0.06728858190288571,0.35219854428666186,0.5285475850105286
436.0,1.4243291644992226,-0.3304877870311939,0.4827997088432312
437.0,1.4938593828502702,0.7290920180491977,0.47639840841293335
438.0,0.7305956062468508,-0.6542664957747988,0.49978944659233093
439.0,0.8941591594238936,-1.59989652123938,0.44190701842308044
